,0
711,00000000000000000000000000000000000000000000000000000000000000100000000000000000000000000100100001000000100000110001010000000100000111011000111011100111101110111111110
712,00000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000001100001000000000000000000000100001000000000000100001000000100
713,00000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000100000000000000000001000000000000000011010
714,00000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000100000000000101000000000001000101000000100001000011110
715,00000000000000000000000000000000000000000000000000000100000000000000000000000000000000000100000000000100010000000100000000010101000100000001000111100010101001010011110
716,00000000000000000000000000000000000000000000000000000100000000000000000000000000000000000100100001000100010000100100010000000101000101010001000111000011101011110111110
717,00000000000000000000000000000000000010000000000000000000000100000000000000000000010000001000000000100100010000000000000011000100000000010100000011000001000010100111010
718,00000000000000000000000000000000000000000000001000000000000000100000000000000000000000010000000000000000000100000000000000000100000000100000000001000000000000000011010
719,00000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000100000000000000000001000000000000000011010
720,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000001000100000100000000000001000000100001000110000010100001000011110
721,00000000000000000000000000000000000000000000000000000000000000000000000010000000000000010000000000000001000100000100000000010011000000100001000110100010101001011011110
722,00000000000000000000000000000000000000000000000000000000000000000000000010000000000000010000000000000001100101000100000000010011000010100001000110100010111101010011110
723,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000010000000001000100000100000000000011000000100000000110000010100001001011110
724,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000010000000001000100000100000000000011000000100000000110000010100001001011110
725,00000000000000000000001000000000000000000000000000001000000000000110000000010101100100010001001111001001100100011000100011101100100010100101001000011000110111101111110
726,00000000000000000000000000000100000000000000000000000000000100001001000001000000010000001000000000000010001011001010000000001010011010000010000000001100010101001011110
727,00000000000000000000000000000000000000000000000000000000000000000000000010000000000000010000010000000001000100000100000000000011000000100000000110000110100001011011110
728,00000000000000000000000010000000000000000000000001000000100000010100001100000101100100000000001010000110010000000000000111101100001001010100001000001001000010110111110
729,00000000000000000000000000000000000000000000000000000000000000000000000000000000001000000011100000001100100000110000011001000001110010000100000100010001011010100100110
730,00000000000000000000000000000000000000000000000000000000000000000000000010000000000000010000000000000001100111000100000000010011000010100001000110100010111101011011110
731,00000000000000000000000000000000000000000000000000000000000000000000000010000000000000010000000000000001100101000100000000010011000010100001000110100010111101010011110
732,00000000000000000000000000001100000010000000000100001000000000000101000001010000110100001100011111001010001010111100010011101011001000000100111110101110011111111110110
733,00000000000000000000000000000000000010000000000100000000000000000100000000000000010100001000000010000100010000000000000011000100000000000100000000000000000010000111010
734,00000000000000000000000000000100000000000000000000000000000000000001000000000000010000001000000000000010001001001011000000001010001000000000010000001100010101011000100
735,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000110000000001011010
736,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000001000000000001000110000010100001001011110
737,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000001000100000000000000000000000000100000000010000010000000001011010
738,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000001000100000000000000000000000000100000000010000010000000000011010
739,00000000000000000000000000000000000000000000000000000000000000000000000000000000000010010000000000000001000100000000000000000000000001110000000010000011000010100111010
740,00000000000000000000000000000000000000000000001000000000000000000000000000000000000000010000000000000000000100000100000000000001000000100001000110000010100001000011110
741,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000001000100000100000000000001000000100001000110000010100001000011110
742,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010010000110000000001011010
743,00000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000001010000000010000111000010101111010
744,00000000000000000000000000000000000000000000000000000000000000000000000000000000000010010000000000000001000100000000000000000000000001110000000010000011000010101111010
745,00000000000000000000000000000000000000000000000000000000000000000000000000000000000010010000000000000001000100000000000000000000000001110000000010000011000010100111010
746,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000001000100000100000000000001000000100001000110000010100001000011110
747,00000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000001010000000010000111000010101111010
748,00000000000000000000000000000000000000000000000000000100000000000000000000000000100010000000000000000000000000000000000000000000000101010000001010000011000010101111010
749,00000000000000000000000000000000000000000000000000000000000000000000000000000000000010010000000000000001000100000000000000000000000001110000000010000011000010100111010
750,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000001000100000000000000000000000000100000000010000010000000000011010
751,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000001000100000100000000000001000000100001000110000010100001000011110
752,00000000000000000000000000000100000000000000000010000000000000000000000000001000000000010000010000010011001100001000000000001010001000100000100010101110100001011011110
753,00000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000001000100000000000000000000000000100010000000000000010100000000000
754,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000100000000000000000000000000100010000000000000010100000000000
755,00000000000000000000000000000100000000100000000010000000000000000100000000100100100000000000100001100010001001101110010011001011101000000110111100101100010111011111110
756,00000000000000000000000010000000000000000000000000000000000000000000010100000010000000000010001000000010000000010011000100001000000000000001000000000100000110001100100
757,00000000000000000000000000000000000000000001000100000010000000001000000001000101011100001011000010001000101000010000001011000000000100000110001000010001010010100100010
758,00000000000000000000000000000000000000000000000000001000000100001110000000110000010000011000101100100001000100101100010011101101000000100100011111001110011110101111110
759,00000000000000000000000000000000000000000000000000000000000100001010000000100000010000001000000000000000000000001100000000000101000100000001010111000110100001011011110
760,00000000000000000000000000000000000000000000000000000000000000000010000000100000000000000000000000000000000000001100000000000001000000000001010110000110100001001011110
761,00000000000000000000000010000000000000000000000001000010100000010000001100000000100010000100001100000010000000000100000100101001001101011001101110101011100011110111110
762,00000000000000000000000010000000000000000000000001000000100000010000001100000001000010000000011001000010000000000100000100101011001001010000001110101011100011111111110
763,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000010010000000000001000100000100000000000101000100100001000111000010100101010011110
764,00000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000001100001000000000000000000000100000000000000000000000000011010
765,00000000000000000000000000000000110000000000000000010001001111001001010001000000010010001000001000000010001000001000010000001000001000001000000000001001000010010111110
766,00000000000000000000000000000000000000000010000000000000000000000000000000000000000000010000000000000001001100001000000000000000000000100000000000000000000000000011010
767,00000000000000000000000000000000000000000000000000000000000000000010000000100000000000000000000000000000000000001100000000000001000000000001010100000100100001001011110
768,00000000000000000000000000000000000000000000000000000000000000000010000000100000000000000000000000000000000000001000000000010000000000000001010000000100001001011011110
769,00000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000100000000001011010
770,00000000000000000000000000000000001000000000000000100000000000000000000000001000000000000000000000010000000000000000000000000000000000000000000000000000000000001011010
771,00000000000000000000000000000100000010000000000100000000000000000001000000010000010100001100001010001010001001111011011011101011101000001110010100111110011111111100110
772,00000000000000000000000010000000000000000000000001000000100000010000001100000000000000000000001000000010000000000000000100101000001001010000000000001000000010110111110
773,00000000000000000000000010000000000000000000000001000000100000010000001100000000000000000000001000000010000000000000000100101000001001010000000000001000000010111111110
774,00000000000000000000000010000000000000000000000001000000100000010000001100000000000010010000001000000011000100000000000100101000001001110000001010001011000010110111110
775,00000000000000000000000000000000000000100010000000000000000000000100000000010111100101110000000110000001001111011011001111100110010011110110001010011010010111101111110
776,00000000000000000000000010000000000000000000000001000000100000010000001100000000100000000000001000000010000000000000000100101000001001011000101000101000000010110111110
777,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000111000000000001000000000001000100000100100101001011110
778,00000000000000000000000010000000000000000000000001000000100000010000001100000000000000000000001000000010000000000000000100101000001001010000000000001000000010111111110
